name,translation
LEV_UP,レベルUP
AWAKE,覚醒
JOB_1,ウォーリア
JOB_2,ソーサラー
JOB_3,レンジャー
JOB_4,アサシン
JOB_5,プリースト
STAGE_RES,ステージ産出
STAGE_ITEM,ステージドロップ
STAGE_RES_NUM,+{1}/5s
STAGE_HANG,オート
ATK,攻撃力
HP,HP
ARM,防御力
ATKP,攻撃力
HPP,HP
ARMP,防御力
SPD,速度
ENERGY,エネルギー
HIT,ブレイク
MISS,ブロック
CRIT,会心率
TRUEATK,防御貫通
BRK,突破力
CRITTIME,会心ダメージ
FREE,拘束耐性
SKLP,スキダメ
DECDMG,ダメージ軽減
CAMPAIGN_HANG_ITEM_WINDOW,ドロップボーナス
TIPS,注意
TOP_LEV_UP,レベル上限
COMPOSE_EQUIP,装備合成
COMPOSE_EQUIP_NO_MANA,ゴールドが足りないため、合成できません。
COMPOSE_EQUIP_NUM_0,合成装備数を選択してください
POWER,戦闘力
DAY,{1}日
HOUR,{1}時間
MINUTE,{1}分
SECOND,{1}秒
CONFIRM,確 認
EQUIP_STRENGTHEN,装備合成
PARTNER,戦姫
SUMMON,召喚
SELF,味方
ENEMY,敵
DAMAGE,ダメージ量
HEAL,回復量
FAIL_ADVICE,以下の方法で強くなれます
PUB_MISSION_FULL_HERO,ミッションに必要な戦姫がいっぱいになりました
BATTLE_TIPS_TITLE,学部相性
CAMPAIGN_WINDOW_HELP,1.メインクエストの各エリアは、複数のステージによって構成され、イージーをクリアすると、次の難易度がアンロックされます。|2.新しいステージに入ると、戦闘イベントを開始できます。勝利するとボーナスを受け取れます。|3.戦闘イベントをクリアすると、次のステージをアンロックできます。|4.オートモードの収益上限は10時間です。10時間を超えると収益を獲得できなくなります。|5.オートモードでは、プレイヤーEXP、EXPドリンク、ゴールドがドロップします。ステージの難易度が高いほど、ドロップ量も多くなります。|6.オートモードでは、確率で装備または戦姫の欠片がドロップします。
CAMPAIGN_HANG_FORMATION_WINDOW,オートモードチーム
SHENXUE_SELECT_WINDOW,素材戦姫を選んでください
NO_PARTNER,この素材戦姫を所持していません
PUB_SPEED_MISSION_1,ダイヤが不足しているので、加速できません
PUB_SPEED_MISSION_2,{1}ダイヤを消費してこのミッションをクリアしますか？
COMPOSE_EQUIP_NO_MATERIAL,素材装備が足りません！
CAMPAIGN_REQUIRE,条件
CAMPAIGN_REQUIRE_1,プレイヤーレベルが{1}以上
CAMPAIGN_REQUIRE_2,オートモードチームの総戦闘力が{1}以上
CAMPAIGN_REQUIRE_3,前の戦闘をクリアしてください
CAMPAIGN_RANK_WINDOW,ランキング
PUT_IN,{1}個を入れる
REPLACE,変更
TRANSFORM,変換
SAVE,保存
REMOVE,外す
LOCK_NOW_ATTR,現ステータスをロック（ダイヤが消費されます）
UNKNOWN_TREASURE,未知の水晶
REMOVE_ALL,装備外し
EQUIP_ALL,一括装着
USE,使 用
REFRESH,更新
PUB_MISSION_TIME,ミッション({1}/{2})リセットまで
PUB_MISSION_NO_START,未開始
PUB_MISSION_COMPLETE,完了済
START,開　始
PUB_SPEED_UP,加　速
PUB_SPEED_FREE,無　料
PUB_MISSION_COMPLETE2,完　了
PUB_TICKET_NO_ENOUGH1,普通バイト依頼書が足りません
PUB_TICKET_NO_ENOUGH2,高級バイト依頼書が足りません
TAVERN_WINDOW_TIPS,1.戦姫がアルバイトを完了すると、豊富なボーナスを獲得できます。1人の戦姫は1つのバイトミッションしか参加できません。|2.毎日の達成可能ミッション数には上限があり、VIPレベルが上がると、ミッション数の上限も増えます。|3.未開始のミッションは更新が可能です。毎日自動で1回更新される他、ダイヤの消費でも更新できます。|4.更新すると、バイト依頼書で追加したミッションも更新されますので、ご注意ください。|5.ダイヤの消費で進行中のミッションを加速できます。|6.各バイトミッションの出現確率は以下のとおりです。|星1‐25.6%%、星2‐27%%、星3‐23.2%%、星4‐15%%、星5‐8%%、星6‐1%%、星7-0.2%%。|7.普通バイト依頼書を使用すると、星1-4のミッションがランダムで追加されます。出現確率は以下のとおりです。|星1‐20%%、星2‐27%%、星3‐35%%、星4‐18%%。|高級バイト依頼書を使用すると、星4-7のミッションがランダムで追加されます。出現確率は以下のとおりです。|星4‐56%%、星5‐35%%、星6‐7%%、星7‐2%%。|8.所持できる普通バイト依頼書と高級バイト依頼書の上限は、共に999個までとなっています。
ITEM_SUMMON,召喚
ITEM_SELL,売却
ITEM_DETAIL,詳細
ITEM_WAYS,ドロップ
HELP_WINDOW,ヘルプ
PERSON_AVATAR_LIST,選択
CLOSE_WINDOW_GUIDE,任意の位置をタップ、または右上のボタンをタップして閉じます
PERSON_EDIT_NAME,名前の変更
PERSON_EDIT_TIPS1,変更したい名前を入力してください
PERSON_EDIT_TIPS2,全角2～6文字または半角4～12文字以内
SURE,確定
PERSON_NO_CRYSTAL,ダイヤが足りません
PERSON_INFO,個人情報
ALTAR_WINDOW_HELP,1.戦姫を転校させると、EXPドリンクや弁当、校友録などの素材を獲得できます。|2.EXPドリンクは戦姫のレベルUPに使用します。|3.弁当は戦姫の昇格に使用します。昇格するとステータスが増加し、強力なパッシブスキルを習得できます。|4.校友録は転校ショップで強力な戦姫と交換できます。|5.転校調整は、各陣営の星3戦姫の転校数を選択して、一度に転校させることができます。|6.転校調整では自動で隠匿、神威、風見、雲華学部の星3戦姫を20体、修羅、辰星学部の星3戦姫を4体保留します。
RIGHT_BLUE_BUTTON_1,売店
RIGHT_BLUE_BUTTON_2,販売機
RIGHT_BLUE_BUTTON_3,最上階
RIGHT_BLUE_BUTTON_4,風紀検査
RIGHT_BLUE_BUTTON_5,日　常
RIGHT_BLUE_BUTTON_6,アルバイト
RIGHT_BLUE_BUTTON_7,進　学
RIGHT_BLUE_BUTTON_8,転　校
RIGHT_BLUE_BUTTON_9,生徒募集
RIGHT_BLUE_BUTTON_10,遠　足
LV,Lv.{1}
PERSON_NAME_SHORT,入力した名前が短すぎます！
PERSON_NAME_LONG,入力した名前が長すぎます！
PERSON_NAME_SUCCEED,名前を変更しました！
PERSON_NAME_FAIL,この名前はすでに使用されています！
GET_ITEMS,アイテム獲得
PUB_MISSION_REFRESH_1,更新するには{1}ダイヤが必要です。よろしいですか？
PUB_MISSION_REFRESH_2,更新可能なミッションはありません！
PUB_MISSION_REFRESH_3,ダイヤ不足で、更新できません！
PUB_START_MISSION_1,戦姫は条件を満たしていません
PUB_START_MISSION_2,{1}ジョブの戦姫が必要です
PUB_START_MISSION_3,{1}学部の戦姫が必要です
PUB_START_MISSION_4,星{1}の戦姫が必要です
PUB_START_MISSION_5,戦力の条件を満たしていません
PUB_START_MISSION_6,この戦姫は出撃中です
PUB_LOCK_MISSION,開始したミッションはアンロックできません
SKILL_UNLOCK_DESC,ランク{1}でアンロック
ATTR_UP,ステータスUP：
TOP_LEV_UP_TO,最大レベルUP：
TREASURE_NOT_OPEN,レベル40でアンロック
GET_FROM_STAGE,ステージ{1}からドロップ
HAS_NOT_EQUIP,装備していません……
EQUIP_ON,装着
NOT_ENOUGH_MANA,ゴールドが足りません
NOT_ENOUGH_MAGIC_DUST,彫刻刀が不足
NOT_ENOUGH_CRYSTAL,ダイヤが足りません
NOT_ENOUGH_GRADE_STONE,弁当が足りません
NOT_ENOUGH_EXP,EXPが足りません
NOT_TOP_LEV,この戦姫はレベルMAXに達していません
UNEQUIP_ALL,一括脱着
GAMBLE_DOOR_TIPS,プレイヤーレベル{1}、もしくはプレイヤーVIPレベル{2}が必要
GAMBLE_DOOR_TITLE,販売機
GAMBLE_BUY_ONE,1回
GAMBLE_BUY_TEN,10回
GAMBLE_SYSTEM_REFRESH_TIME,次回更新まで
GAMBLE_COIN_NOT_ENOUGH,販売機使用券が足りません
GAMBLE_VIP_NOT_ENOUGH,VIP{1}あるいはレベル{2}の達成が必要です。ダイヤを購入し、VIP EXPを入手しますか？
CRYSTAL_NOT_ENOUGH,ダイヤが足りません。購入しますか？
GAMBLE_BUY_TITLE,販売機使用券購入
GAMBLE_ITEM_RATE,確率:{1}%%
GAMBLE_RECORD_ITEM,{1} さんが [c][{2}]{3} x{4}[-][/c]を獲得しました
GAMBLE_RECORD_TITLE,当選履歴
BUY,購入
GAMBLE_WINDOW_HELP,1.販売機は24時間ごとに1回更新され、手動で更新した後、更新時間がリセットされます。|2.販売機使用券を消費して使用できます。確率で戦姫の欠片、装備、魂器などのアイテムを入手できます。|3.販売機のランダムボーナスは先輩のレベルにより変化します。レベルが高い程、ボーナスが豊富になります。|4.1回の使用につき、交換券を10枚獲得できます。交換ショップにて交換券で戦姫の欠片、装備などのアイテムと交換できます。|5.販売機使用券はダイヤを使用して購入できます。または、売店でダイヤを使用して購入したり、イベントパックを購入したり、特定のイベントで受け取ることができます。|6.ボーナスアイコンをタップすると、獲得確率を確認できます。
GAMBLE_WOMAN_TALK_1,一般ゲーム機サウンド1
GAMBLE_WOMAN_TALK_2,一般ゲーム機サウンド2
GAMBLE_WOMAN_TALK_3,一般ゲーム機サウンド3
GAMBLE_WOMAN_TALK_4,一般ゲーム機サウンド4
GAMBLE_WOMAN_TALK_5,一般ゲーム機サウンド5
GAMBLE_UP_WOMAN_TALK_1,高級ゲーム機サウンド1
GAMBLE_UP_WOMAN_TALK_2,高級ゲーム機サウンド2
高級ゲーム機サウンド3,高級ゲーム機サウンド3
GAMBLE_UP_WOMAN_TALK_4,高級ゲーム機サウンド4
GAMBLE_UP_WOMAN_TALK_5,高級ゲーム機サウンド5
OPEN_SLOT_TIPS,{1}ダイヤを消費して戦姫の所持上限を{2}増やしますか？
NOT_ENOUGH,{1}が足りません
LOCK_PARTNER_TIPS,戦姫はロックされています。|戦姫は学園リーグのチームに配置中です。|戦姫はトップリーグのチームに配置中です。|戦姫はチームリーグのチームに配置中です。|戦姫は看板娘に設定中です。|戦姫は宿舎で休息中です。|戦姫は遠足会のメインセンターに配置中です。|戦姫は遠足会の収益建物に配置中です。||戦姫はインフィニティリーグの防衛チームに配置中です。
ALTAR_DECOMPOSE_TIP,星4以上の戦姫を転校させますか？
ALTAR_HERO_NUM_TEXT,残り戦姫：
ALTAR_SMART_TEXT,自動選択
ALTAR_FILTER_TEXT,絞込み
ALTAR_DECOMPOSE_TEXT,転　校
ALTAR_PREVIEW_TEXT,プレビュー
ALTAR_DECOMPOSE_TIP2,最後の戦姫は転校できません
MAIL_AWAED_TEXT,ボーナス
MAIL_SYSTEM_TEXT,運営メール
MAIL_PLAYER_TEXT,プレイヤーからのメール
PARTNER_INFO_JOB,ジョブ
PARTNER_INFO_GRADE,ランク
PROPHET_MANU1,生徒募集所
PROPHET_MANU2,交換生
PROPHET_TIP1,タップして交換したい戦姫を選択
PROPHET_BTN_CANCEL,キャンセル
PROPHET_BTN_SAVE,保　存
PROPHET_BTN_REPLACE,交　換
PROPHET_REPLACE_HELP,1.人事ファイルを消費すると、同学部、同星の戦姫と交換できます。|2.交換の結果が気に入らなかった場合、現在の戦姫を保留することで取り消すことができます。その際に消費した人事ファイルは返却されません。|3.ロック、または競技場に設定された戦姫は交換できません。また、星4及び星5の戦姫のみ交換でき、辰星・修羅学院の戦姫は交換できません。|4.進学で合成された星5戦姫も交換できます。|5.交換が完了すると、元の戦姫のレベル、ランク、装備、クリスタル、魂器も新しい戦姫に移行されます。|6.交換した戦姫について、関連情報を確認できます。確認できるステータスは戦姫レベル1の時のステータスです。|7.好感度は新しい戦姫に移行されず、0に戻ります。|8、登場一週目の新戦姫は、交換生で獲得できません。
PROPHET_SUMMON_RULE_HELP,1.刻印はイベント、アルバイトミッションで獲得、及び売店で購入できます。|2.刻印を1個消費すると、指定された学部の召喚を1回行えます。|3.生徒募集から、確率でこの学部の星4、星5戦姫（進学で合成された星5戦姫を含む）、星4戦姫の欠片、星5戦姫の欠片を獲得できます。|4.生徒を召喚するごとに、戦姫交換に使える一定数量の人事ファイルを獲得できます。|5、新規実装1週目の新戦姫は獲得できません。
PROPHET_SUMMON_RATE_HELP,隠匿生徒募集でのアイテム獲得率：星4の欠片7%%、星4隠匿戦姫60%%、星5の欠片24%%、星5隠匿戦姫9%%|神威生徒募集でのアイテム獲得率：星4の欠片7%%、星4神威戦姫60%%、星5の欠片24%%、星5神威戦姫9%%|風見生徒募集でのアイテム獲得率：星4の欠片7%%、星4風見戦姫60%%、星5の欠片24%%、星5風見戦姫9%%|雲華生徒募集でのアイテム獲得率：星4の欠片7%%、星4雲華戦姫60%%、星5の欠片24%%、星5雲華戦姫9%%|辰星&修羅生徒募集でのアイテム獲得率：星4辰星&修羅の欠片40%%、星4辰星&修羅戦姫28%%、星5戦姫の欠片28%%、星5辰星&修羅戦姫4%%
PROPHET_WOMAN_TALK_1,生徒募集所の女子サウンド1
PROPHET_WOMAN_TALK_2,生徒募集所の女子サウンド2
PROPHET_WOMAN_TALK_3,生徒募集所の女子サウンド3
PROPHET_WOMAN_TALK_4,生徒募集所の女子サウンド4
PROPHET_WOMAN_TALK_5,生徒募集所の女子サウンド5
ATTR,ステータス
DUNGEON_TITLE,{1} {2}
DUNGEON_HARD_1,イージー
DUNGEON_HARD_2,ノーマル
DUNGEON_HARD_3,ハード
DUNGEON_HARD_4,エクストリーム
DUNGEON_MONSTER_PREVIEW,敵一覧
DUNGEON_FIGHT,出撃
DUNGEON_HERO_HAS_UP,戦姫は出撃中です
DUNGEON_FULL_HERO,選択上限に達しました
DUNGEON_START_ERROR,出撃戦姫を選択してください
DUNGEON_SHOP,ショップ
DUNGEON_SHOP_LEV_1,初級
DUNGEON_SHOP_LEV_2,中級
DUNGEON_SHOP_LEV_3,上級
DUNGEON_SHOP_DETAIL,{1}商人
DUNGEON_SHOP_TIPS_1,合計：
DUNGEON_SHOP_TIPS_2,購入可能な商品はありません
DUNGEON_HERO_TITLE,戦姫出撃
DUNGEON_SWEEP_CAMPAIGN,クエストをスキップしました
DAILY_QUIZ_TITLE,日常テスト
DAILY_QUIZ_DETAIL_TITLE_1,ゴールドテスト
DAILY_QUIZ_DETAIL_TITLE_2,EXPテスト
DAILY_QUIZ_DETAIL_TITLE_3,戦姫テスト
DUNGEON_TIME_COUNT_END,終了まで：
DUNGEON_TIME_COUNT_START,開始まで：
NO_OPEN,未開放
RANK_WINDOW,ランキング
TOWER_VIDEO_WINDOW,最近クリア
DAILY_MISSION,デイリーミッション
REFRESH_TIME,更新時間
GO,移動
PURCHASE_SUCCESS,購入完了
GROUP_1,隠匿
GROUP_2,神威
GROUP_3,風見
GROUP_4,雲華
GROUP_5,修羅
GROUP_6,辰星
GROUP_5_6,辰星&修羅
PROPHET_TREE_NOT_ENOUGH,生徒募集の刻印が足りません
PROPHET_BRANCH_NOT_ENOUGH,人事ファイルが足りません
DAILY_QUIZ_TIME_COUNT,残り時間：
DAILY_QUIZ_LEFT_COUNT,残り回数：
FIGHT,挑戦
AFTER_FREE,更新時間
MAINWIN_RIGHT_1,売店
MAINWIN_RIGHT_2,挑戦
MAINWIN_RIGHT_3,宿舎
MAINWIN_RIGHT_4,サークル
MAINWIN_RIGHT_5,教務
MAINWIN_RIGHT_6,競技
MAINWIN_TOP_1,強化方法
MAINWIN_TOP_2,実績
MAINWIN_TOP_3,メール
MAINWIN_TOP_4,設定
MIDAS_WINDOW,換金所
ACHIEVEMENT,実績
SUMMON_RATE,確率
NOT_MAX_GRADE,戦姫ランクがMAXではありません
CONFIRM_BUY,購入しますか？
CONFIRM_REFRESH,更新するためには{2}{1}を消費する必要があります。よろしいですか？
CHOOSE_MATERIAL_PARTNER,素材戦姫を選んでください
NOT_ENOUGH_PARTNERS,素材戦姫が足りません
DAILY_QUIZ_AWARD,テストボーナス：
DAILY_QUIZ_AWARD_1,ゴールド
DAILY_QUIZ_AWARD_2,EXPドリンクと弁当
DAILY_QUIZ_AWARD_3,戦姫の欠片
DAILY_QUIZ_HELP_1,1.レベル20で、ゴールドテストが開放されます。勝利すると大量のゴールドと弁当を入手できます。|2.毎日無料で2回ゴールドテストを受けられます。勝利すると回数が減りますが、失敗した場合は減りません。|3.プレイヤーレベルを上げると、より難易度の高いテストがアンロックされます。難易度が高いほど、獲得できるボーナスも豊富になります。|4.VIPレベルの高さに応じて、挑戦回数を更に追加購入できます。|5.ボーナスの獲得量は、勝利時に一定の確率で2倍または3倍になります。
DAILY_QUIZ_HELP_2,1.レベル25でEXPテストが開放され、勝利するとEXPドリンクとお弁当を大量に獲得できます。|2.毎日無料で2回EXPテストを行うことができます。勝利すると回数が減りますが、失敗した場合は減りません。|3.プレイヤーレベルを上げると、より難易度の高いテストがアンロックされます。難易度が高いほど、獲得できるボーナスも豊富になります。|4.VIPレベルが高いほど、挑戦回数を更に追加購入できます。|5.戦闘に勝利すると、確率で2倍または3倍ボーナスを獲得できます。
DAILY_QUIZ_HELP_3,1.レベル30で戦姫テストが開放され、勝利すると戦姫の欠片を大量に獲得できます。|2.毎日無料で2回戦姫テストを行うことができます。勝利すると回数が減りますが、失敗した場合は減りません。|3.プレイヤーレベルを上げると、より難易度の高いテストがアンロックされます。難易度が高いほど、獲得できるボーナスも豊富になります。|4.VIPレベルが高いほど、挑戦回数を更に追加購入できます。|5.戦闘に勝利すると、確率で2倍のボーナスが獲得できます。
DAILY_QUIZ_BUY_TIPS_1,VIP{1}は{2}回まで購入できます
DAILY_QUIZ_BUY_TIPS_2,購入には{1}ダイヤが消費されます。よろしいですか？
DAILY_QUIZ_BUY_TIPS_3,購入完了！
DAILY_QUIZ_FIGHT_TIPS,このテストの挑戦回数が残っていません
NEXT_BATTLE,次へ
BACKPACK_WINDOW,バッグ
SKIP_BATTLE,戦闘をスキップしますか？
ALTAR_TITLE,戦姫転校
ACTIVITY_WINDOW,ギフトパック
TOWER_TEXT01,敵一覧
TOWER_TEXT02,ボーナス
TOWER_TEXT03,ステージ {1}
TOWER_TEXT04,戦闘
SHOP_TEXT01,無料更新
SHOP_TEXT02,無料更新可能
NO_EQUIP,装備していません……
NO_ITEM,アイテムがありません……
NO_DEBRIS,欠片がありません……
NO_ARTIFACT,魂器がありません……
SMITHY_WINDOW,装備合成
SMITHY_WINDOW_HELP,1.装備の合成には、指定された数の低ランク装備を消費する必要があります。|2.装備の合成にはゴールドを消費します。|3.装着中の装備は合成できず、バッグの中にある装備だけ合成可能な装備一覧に出現します。
EQUIP_NAME_1,武器
EQUIP_NAME_2,服装
EQUIP_NAME_3,アクセサリー
EQUIP_NAME_4,ボトム
COMPOSE,合　成
CHECKIN_TEXT01,1.サインインすると、毎日一回サインインボーナスを受け取れます。\n2.30回受け取ると、ボーナスが更新されます。\n3.未受取のボーナスは保留できます。
CHECKIN_TEXT02,2.30回受け取ると、ボーナスが更新されます。
CHECKIN_TEXT03,3.未受取のボーナスは保留できます。
CHECKIN_TEXT04,サインイン
FIGHT_EVENT,出撃
STAGE_FIGHTED,クリア済み
DUNGEON_USE_DRUG,{1}を使いますか？
AWAKE_UP,覚醒昇格
SKILL_UP,スキル昇格
TOWER_WINDOW,最上階
PROPHET_WINDOW,生徒募集
ALTAR_WINDOW,戦姫転校
MAX_AWAKE,戦姫は上限まで覚醒しました
SAVE_FORMATION,編成保存
BATTLE_START,出撃
LOGIN,ログイン
MIDAS_TEXT01,更新
MIDAS_TEXT02,任意の金額のゴールドを購入
MIDAS_TEXT03,無料受取
MIDAS_TEXT04,受取
RANK_TEXT01,クリア
RANK_TEXT02,階数
FREE2,無料
FREE3,無料
SUMMON_X_TIME,{1}回
SUMMON_HELP_1,1.ノーマルガチャから品質の比較的低い戦姫を召喚可能（星1、星2、星3、星4、星5）。ノーマルガチャを引くにはノーマルガチャコインが必要です。|2.プレミアムガチャから品質の比較的高い戦姫を召喚可能（星3、星4、星5）。プレミアムガチャを引くにはダイヤまたはプレミアムガチャコインが必要です。|3.友情ガチャからも戦姫を召喚可能（星2、星3、星4、星5）。友情ガチャを引くにはハートを消費します。プレイヤーが受け取り可能なハート数の上限は1000個です。上限を超えると受け取る事は出来ません。|4.プレミアムガチャを引くたびに10ポイントの金の卵エネルギーが蓄積されます。1000ptまで蓄積して、且つVIP3以上になっている場合、金の卵からランダムで星5戦姫(友情ガチャのラインナップのみ)を獲得できます。|5.所持できるノーマルガチャコインとプレイミアムガチャコインの上限は、共に9999個までとなっています。|6.プレミアムガチャの各星出現確率：|   星3‐78.42%%、星4‐20%%、星5‐1.58%%|   ガチャイベント中の各星出現確率：|   星3‐77.84%%、星4‐19%%、星5‐3.16%%|   友情ガチャの各星出現確率：|   星2‐32%%、星3‐54%%、星4‐13.2%%、星5‐0.8%%|   ノーマルガチャの各星出現確率：|   星1‐56%%、星2‐34%%、星3‐8.5%%、星4‐1.45%%、星5‐0.05%% 
SUMMON_HELP_2,プレミアムガチャでの排出確率は：|星3-78.42%%、星4-20%%、星5-1.58%%||ガチャイベント開催時、プレミアムガチャでの排出確率は：|星3-77.84%%、星4-19%%、星5-3.16%%||友情ガチャでの排出確率は：|星2-32%%、星3-54%%、星4-13.2%%、星5-0.8%%||ノーマルガチャでの排出確率は：|星1-56%%、星2-34%%、星3-8.5%%、星4-1.45%%、星5-0.05%%
SUMMON_HELP_3,プレミアムガチャを引くたびに金の卵エネルギーが蓄積されます。最大まで蓄積して、且つVIP3以上になっている場合、金の卵からランダムで星5戦姫(友情ガチャのラインナップのみ)を獲得できます。
NIUDANJI,ガチャ
SURE_2,確定
LEV_UP_AWARD,ボーナス
LEV_UP_CLICK_TIPS,画面をタップして次へ
MAIL_TIPS,受け取れるメールがありません
DUNGEON_AUTO_DESC_1,手動
DUNGEON_AUTO_DESC_2,自動
PARTNER_DETAIL,戦姫詳細
SHENXUE,進学
SHENXUE_WINDOW,進学
FREE_NOW,無料更新
MARKET_WINDOW,売店
NEED_LEV,プレイヤーレベル{1}が必要
HANG_TEAM_EMPTY,オートモード用チームを空にできません
REFRESH_GAME,画面を更新しますか？
TAVERN_WINDOW,アルバイト
GROUP_BUFF_DES,出撃戦姫は以下のオーラステータスを受けます
SETTING_UP_TAP_1,設　定
SETTING_UP_TAP_2,情　報
SETTING_UP_TAP_3,サーバー
SETTING_UP_TAP_4,コミュ
SETTING_UP_WINDOW,設　定
MODIFY_PASSWORD_WINDOW,パスワード変更
CHANGE_LANGUAGE_WINDOW,言語変更
LOGIN_UP,ログイン
CHANGE_ACCOUNT,アカウント変更
SETTING_UP_HELP,ヘルプ
SETTING_UP_NOTICE,お知らせ
SETTING_UP_MUSIC,サウンド
SETTING_UP_SOUND,効果音
SETTING_UP_LANGUAGE,言語
SETTING_UP_ACCOUNT,アカウント
SETTING_UP_USER_NAME,ユーザー名
SETTING_UP_PASSWORD,パスワード
SETTING_UP_OLD_PASSWORD,古いパスワード
SETTING_UP_NEW_PASSWORD,新しいパスワード
SETTING_UP_CONFIRM_PASSWORD,パスワード確認
REGISTER,登録
SETTING_UP_SYSTEM,システム
REGISTER_ACCOUNT,アカウント登録
SETTING_UP_FEEDBACK,運営に連絡
FEEDBACK_TEXT_NONE,内容を入力してください
FEEDBACK_TEXT_OVER,入力可能な字数が200文字以内です
FEEDBACK_TEXT_RECEIVED,フィードバックをいただきました。貴重なご意見、ありがとうございます
FEEDBACK_TEXT_INVALID,不適切な内容が含まれています
INVALID_CHARACTER,不適切な文字があります
AWARD_ITEM,ボーナス
NO_HANG_REWARD,新しい戦利品がありません
ALREADY_IN_FORMATION,この戦姫は出撃しています
NOTICE_TIPS,更新内容
BATTLE_SPEED_ERROR,ステージ1-12クリアでアンロック
BATTLE_SPEED_ERROR_TEST,先輩！第2章クリア、またはVIP1になると、\n4倍速機能がアンロックされますよ！
BATTLE_SKIP_ERROR,プレイヤーレベル30でアンロック
SKIP_GACHA_ERROR,プレイヤーレベル50、もしくはVIP1でアンロック
HAS_NO_EQUIP,装着可能な装備がありません
DUNGEON_WINDOW,風紀検査
GUIDE_CAMPAIGN_TIPS_1,[c][d76500]前列[-][/c]に、防御型の戦姫を配置しましょう！
GUIDE_CAMPAIGN_TIPS_2,[c][d76500]後列[-][/c]に、攻撃型の戦姫を\n配置しましょう！
FUNC_OPEN_LEV,プレイヤーレベル{1}でアンロック
LOADING_1,最適なサーバーを探しています
LOADING_2,アカウント認証
POINT_TO_START,タップしてゲームスタート
EDGE_OUT_NOTIFY,このアカウントは他の端末でログインされています、ログインし直しますか？
FORGET_PASSWORD,パスワード紛失
CANCEL,キャンセル
SHENXUE_WINDOW_HELP,1.進学可能な戦姫を1体選び、指定された素材戦姫を選択して条件を満たすと、戦姫を進学させることができます。|2.進学した戦姫のレベル、ランク、装備は進学前の状態を引き継ぎます。|3.素材として消費した戦姫は相応のEXPドリンクと弁当に変換され、使用していた装備とともにバッグに返却されます。|4.進学後の戦姫は、ステータスとスキル効果がより強く成長します。|5.好感度がある戦姫を進学させた場合、進学した戦姫は進学前の好感度を引き継ぎます。
TOWER_WINDOW_HELP,1.最上階での戦闘に負けると通行パスが消費されます。勝利した時は消費されません。戦闘への参加には、通行パスが1枚以上必要です。|2.通行パスは30分毎に1枚入手でき、10枚まで貯まるとそれ以上入手できなくなります。|3.階数が高いほど敵もより強力になり、敵を撃破すると豪華なボーナスがもらえます。|4.最上階ランキングは、プレイヤーのクリア階数に応じてランク付けされます。|5.最上階の200階に到達（クリアする必要はありません）すると、「スキップ」機能がアンロックされます。
