id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
751015023,-1,-1,-1,-1,1,0,28,1,,,,1,,1028508|1008198|1009234|1004139|1011146,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,3,,,,,,,,,
751015024,-1,-1,-1,-1,1,0,28,1,,,,1,,1028509|1008199|1009234|1004139|1011146,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,4,,,,,,,,,
751015025,-1,-1,-1,-1,1,0,28,1,,,,1,,1028510|1008200|1009234|1004139|1011146,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101502,5,,,,,,,,,
751015031,-1,-1,-1,-1,1,751015051|75101506,53,1,,,,61,,1361004,,,,,,,,65,,1361004,,,,,,,,,,,,,skill_icon_5101503,1,,,,,,,,,
751015032,-1,-1,-1,-1,1,751015052|75101506,53,1,,,,61,,1361005,,,,,,,,65,,1361005,,,,,,,,,,,,,skill_icon_5101503,2,,,,,,,,,
751015033,-1,-1,-1,-1,1,751015053|75101506,53,1,,,,61,,1361006,,,,,,,,65,,1361006,,,,,,,,,,,,,skill_icon_5101503,3,,,,,,,,,
751015034,-1,-1,-1,-1,1,751015054|75101506,53,1,,,,61,,1361007,,,,,,,,65,,1361007,,,,,,,,,,,,,skill_icon_5101503,4,,,,,,,,,
751015035,-1,-1,-1,-1,1,751015055|75101506,53,1,,,,61,,1361008,,,,,,,,65,,1361008,,,,,,,,,,,,,skill_icon_5101503,5,,,,,,,,,
751015041,-1,-1,-1,-1,1,0,28,1,,,,1,,1064260,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101504,1,,,,,,,,,
751015042,-1,-1,-1,-1,1,0,28,1,,,,1,,1064261,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101504,2,,,,,,,,,
751015043,-1,-1,-1,-1,1,0,28,1,,,,1,,1064262,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101504,3,,,,,,,,,
751015044,-1,-1,-1,-1,1,0,28,1,,,,1,,1064263,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101504,4,,,,,,,,,
751015045,-1,-1,-1,-1,1,0,28,1,,,,1,,1064264,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101504,5,,,,,,,,,
494,-1,-1,-1,-1,,75101512,1,1,,,,14,,1358012,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
495,-1,-1,-1,-1,,75101513,1,1,,,,14,,1358013,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
496,-1,-1,-1,-1,,75101514,1,1,,,,14,,1358014,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
497,-1,-1,-1,-1,,75101515,1,1,,,,14,,1358015,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
498,-1,-1,-1,-1,,75101516,1,1,,,,14,,1358016,,,,,#1349#1397,1293#1350#1395#1734,,,,,,,,,,,,,,,,,,,1135,,,,,,,,
75101512,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034034,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
75101513,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034035,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
75101514,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034036,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
75101515,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034037,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
75101516,-1,-1,-1,,,0,1,1,,,1,79,,1359001|1034038,,,,,,,,14,,1360001,,,,,,,,,,,,,,,,,,,,,,,
751015051,-1,-1,-1,-1,,0,76,1,,,,61,,1362004,,,,,,,,65,,1362004,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
751015052,-1,-1,-1,-1,,0,76,1,,,,61,,1362005,,,,,,,,65,,1362005,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
751015053,-1,-1,-1,-1,,0,76,1,,,,61,,1362006,,,,,,,,65,,1362006,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
751015054,-1,-1,-1,-1,,0,76,1,,,,61,,1362007,,,,,,,,65,,1362007,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
751015055,-1,-1,-1,-1,,0,76,1,,,,61,,1362008,,,,,,,,65,,1362008,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5401500,-1,-1,-1,-1,,0,1,0,,,,12,,1019741,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,skill_icon_0,,1137,,,,,,,,
65402200,-1,-1,-1,-1,,0,1,0,,,,12,,1019741,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,skill_icon_0,,1137,,,,,,,,
75401500,-1,-1,-1,-1,,0,1,0,,,,12,,1019741,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,skill_icon_0,,1137,,,,,,,,
490,-1,-1,-1,-1,,0,1,1,,,,18,2,1019745|1398001,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
491,-1,-1,-1,-1,,0,1,1,,,,18,2,1019746|1398002,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
492,-1,-1,-1,-1,,0,1,1,,,,18,2,1019747|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
493,-1,-1,-1,-1,,0,1,1,,,,18,2,1019747|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
5401501,-1,-1,-1,-1,,5401509,1,0,,,,18,4,1019742|1026101|1398001,,,,,,1309|1310#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,,1138,,,,,###1,,,
65402201,-1,-1,-1,-1,,65402209,1,0,,,,18,4,1019743|1026102|1398002,,,,,,1311|1312#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,,1138,,,,,###1,,,
75401501,-1,-1,-1,-1,,75401509,1,0,,,,18,4,1019744|1026103|1398003,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,,1138,,,,,###1,,,
5401502,-1,-1,-1,-1,,5401515,28,1,,,,1,,1028503|1029130|1006033|1014083,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,,,,,,,,,,
65402202,-1,-1,-1,-1,,65402219,28,1,,,,1,,1028504|1029131|1006034|1014084,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,2,,,,,,,,,
65402212,-1,-1,-1,-1,,75401519,28,1,,,,1,,1028505|1029132|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,3,,,,,,,,,
75401502,-1,-1,-1,-1,,75401519,28,1,,,,1,,1028505|1029132|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,3,,,,,,,,,
5401515,-1,-1,-1,-1,,0,42,1,,,,1,,1392007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402219,-1,-1,-1,-1,,0,42,1,,,,1,,1392008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401519,-1,-1,-1,-1,,0,42,1,,,,1,,1392009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401503,-1,-1,-1,-1,,5401510|5401511|5401512,28,1,,,,1,,1064256,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,,,,,,,,,,
65402203,-1,-1,-1,-1,,65402210|65402211|65402217,28,1,,,,1,,1064257,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,2,,,,,,,,,
65402213,-1,-1,-1,-1,,75401515|75401516|75401517,28,1,,,,1,,1064258,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,3,,,,,,,,,
75401503,-1,-1,-1,-1,,75401515|75401516|75401517,28,1,,,,1,,1064259,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,3,,,,,,,,,
5401510,-1,-1,-1,-1,,0,4,1,,,,23,,1398001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402210,-1,-1,-1,-1,,0,4,1,,,,23,,1398002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401515,-1,-1,-1,-1,,0,4,1,,,,23,,1398003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401511,-1,-1,-1,-1,,0,98,1,,,,23,,1398001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402211,-1,-1,-1,-1,,0,98,1,,,,23,,1398002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401516,-1,-1,-1,-1,,0,98,1,,,,23,,1398003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401512,-1,-1,-1,-1,,0,42,1,,,1,83,,1404001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402217,-1,-1,-1,-1,,0,42,1,,,1,83,,1404002,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401517,-1,-1,-1,-1,,0,42,1,,,1,83,,1404003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401504,-1,-1,-1,-1,,5401513|5401514,132,1,,,,1,,1402001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401504,,,,,,,,,,
65402204,-1,-1,-1,-1,,5401513|65402216,132,1,,,,1,,1402002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401504,2,,,,,,,,,
65402214,-1,-1,-1,-1,,5401513|75401518,132,1,,,,1,,1402003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401504,3,,,,,,,,,
75401504,-1,-1,-1,-1,,5401513|75401518,132,1,,,,1,,1402003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401504,3,,,,,,,,,
5401513,-1,-1,-1,-1,,0,30,1,1,,,1,,1403001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401514,-1,-1,-1,-1,,0,131,1,,,,1,,1402008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402216,-1,-1,-1,-1,,0,131,1,,,,1,,1402009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401518,-1,-1,-1,-1,,0,131,1,,,,1,,1402010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401505,-1,-1,-1,-1,,0,4,1,,,,1,,1365001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402205,-1,-1,-1,-1,,0,4,1,,,,1,,1365001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402215,-1,-1,-1,-1,,0,4,1,,,,1,,1365001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75401505,-1,-1,-1,-1,,0,4,1,,,,1,,1365001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5401507,-1,-1,buff,-1,,0,116,1,,,,18,4,1185022,,,,,,1308,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402207,-1,-1,buff,-1,,0,116,1,,,,18,4,1185023,,,,,,1308,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75401507,-1,-1,buff,-1,,0,116,1,,,,18,4,1185024,,,,,,1308,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5401508,-1,-1,-1,-1,,0,118,1,,,,1,,1013157|1023063,,,,,,1308,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402208,-1,-1,-1,-1,,0,118,1,,,,1,,1013158|1023064,,,,,,1307,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402218,-1,-1,-1,-1,,0,118,1,,,,1,,1013159|1023065,,,,,,1307,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75401508,-1,-1,-1,-1,,0,118,1,,,,1,,1013159|1023065,,,,,,1307,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5401509,-1,-1,-1,-1,,0,9,1,,,,84,,1366001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65402209,-1,-1,-1,-1,,0,9,1,,,,84,,1366001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75401509,-1,-1,-1,-1,,0,9,1,,,,84,,1366001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
754015011,-1,-1,-1,-1,1,75401509,1,0,,,,18,4,1019751|1026104|1398003,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,1,1138,,,,,###1,,,
754015012,-1,-1,-1,-1,1,75401509,1,0,,,,18,4,1019752|1026105|1398003,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,2,1138,,,,,###1,,,
754015013,-1,-1,-1,-1,1,75401509,1,0,,,,18,4,1019753|1026106|1398003,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,3,1138,,,,,###1,,,
754015014,-1,-1,-1,-1,1,75401509,1,0,,,,18,4,1019754|1026107|1398003,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,4,1138,,,,,###1,,,
754015015,-1,-1,-1,-1,1,75401509,1,0,,,,18,4,1019755|1026108|1398004,,,,,,1313|1314#1339#1501|1502#1779|1780,,,,,,,,,,,,,,,,,skill_icon_5401501,5,1138,,,,,###1,,,
754015021,-1,-1,-1,-1,1,75401520,28,1,,,,1,,1028511|1029133|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,1,,,,,,,,,
754015022,-1,-1,-1,-1,1,75401521,28,1,,,,1,,1028512|1029134|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,2,,,,,,,,,
754015023,-1,-1,-1,-1,1,75401522,28,1,,,,1,,1028513|1029135|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,3,,,,,,,,,
754015024,-1,-1,-1,-1,1,75401523,28,1,,,,1,,1028514|1029136|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,4,,,,,,,,,
754015025,-1,-1,-1,-1,1,75401524,28,1,,,,1,,1028515|1029137|1006035|1014085,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401502,5,,,,,,,,,
75401520,-1,-1,-1,-1,,0,42,1,,,,1,,1392010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401521,-1,-1,-1,-1,,0,42,1,,,,1,,1392011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401522,-1,-1,-1,-1,,0,42,1,,,,1,,1392012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401523,-1,-1,-1,-1,,0,42,1,,,,1,,1392013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401524,-1,-1,-1,-1,,0,42,1,,,,1,,1392014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754015031,-1,-1,-1,-1,1,75401515|75401516|75401527,28,1,,,,1,,1064265,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,1,,,,,,,,,
754015032,-1,-1,-1,-1,1,75401515|75401516|75401528,28,1,,,,1,,1064266,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,2,,,,,,,,,
754015033,-1,-1,-1,-1,1,75401515|75401516|75401529,28,1,,,,1,,1064267,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,3,,,,,,,,,
754015034,-1,-1,-1,-1,1,75401515|75401516|75401530,28,1,,,,1,,1064268,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,4,,,,,,,,,
754015035,-1,-1,-1,-1,1,75401525|75401526|75401531,28,1,,,,1,,1064269,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401503,5,,,,,,,,,
499,-1,-1,-1,-1,,0,1,1,,,,18,2,1019756|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
500,-1,-1,-1,-1,,0,1,1,,,,18,2,1019757|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
501,-1,-1,-1,-1,,0,1,1,,,,18,2,1019758|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
502,-1,-1,-1,-1,,0,1,1,,,,18,2,1019759|1398003,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
503,-1,-1,-1,-1,,0,1,1,,,,18,2,1019760|1398004,,,,,1303#1338#1500,1304#1337#1499#1778,,,,,,,,,,,,,,,,,,,1137,,,,,,,,
75401525,-1,-1,-1,-1,,0,4,1,,,,23,,1398004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401526,-1,-1,-1,-1,,0,98,1,,,,23,,1398004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401527,-1,-1,-1,-1,,0,42,1,,,1,83,,1404004,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401528,-1,-1,-1,-1,,0,42,1,,,1,83,,1404005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401529,-1,-1,-1,-1,,0,42,1,,,1,83,,1404006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401530,-1,-1,-1,-1,,0,42,1,,,1,83,,1404007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
